Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2015-12-29,Melbourne,12.19,23.22,2.36,8.0,13.4,S,35.0,SSE,S,9.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-12-30,Melbourne,12.19,23.22,2.36,7.0,12.4,SSE,44.0,E,S,6.0,19.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-12-31,Melbourne,12.19,23.22,2.36,15.2,11.4,NNW,48.0,N,N,31.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-01,Melbourne,12.19,23.22,2.36,15.0,2.8,S,35.0,SSW,SSE,19.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-02,Melbourne,12.19,23.22,2.36,8.0,9.0,SSE,56.0,SW,S,17.0,35.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-03,Melbourne,12.19,23.22,2.36,8.2,7.8,SE,41.0,SSE,SSE,11.0,24.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-04,Melbourne,12.19,23.22,2.36,6.4,1.5,SE,31.0,W,ENE,11.0,15.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-05,Melbourne,12.19,23.22,2.36,4.2,6.6,NE,37.0,W,E,7.0,9.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-06,Melbourne,12.19,23.22,2.36,5.4,6.1,S,54.0,S,S,17.0,35.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-07,Melbourne,12.19,23.22,2.36,6.2,11.0,SSE,46.0,S,S,19.0,30.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-08,Melbourne,12.19,23.22,2.36,7.4,8.6,SSE,35.0,SSW,S,19.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-09,Melbourne,12.19,23.22,2.36,6.8,8.1,ESE,37.0,SSW,SSE,15.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-10,Melbourne,12.19,23.22,2.36,6.0,10.7,S,33.0,NNE,SSE,9.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-11,Melbourne,12.19,23.22,2.36,11.6,6.7,SSW,76.0,N,NW,13.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-12,Melbourne,12.19,23.22,2.36,7.8,12.2,S,35.0,S,SSE,17.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-13,Melbourne,12.19,23.22,2.36,7.6,10.3,WSW,87.0,NE,NW,19.0,31.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-14,Melbourne,12.19,23.22,2.36,17.6,1.1,S,54.0,SSW,SSW,20.0,31.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-15,Melbourne,12.19,23.22,2.36,4.2,5.6,S,48.0,SSE,S,26.0,30.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-16,Melbourne,12.19,23.22,2.36,5.4,13.3,SSE,33.0,SSE,SSE,9.0,19.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2016-01-18,Melbourne,12.19,23.22,2.36,13.6,12.7,NNE,59.0,N,NNE,37.0,26.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-18,Melbourne,12.19,23.22,2.36,5.2,8.2,SSE,35.0,SSE,SE,17.0,15.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-17,Melbourne,12.19,23.22,2.36,4.8,8.0,S,37.0,SW,S,13.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-16,Melbourne,12.19,23.22,2.36,10.8,0.5,SW,39.0,N,SSE,22.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-18,Melbourne,12.19,23.22,2.36,0.8,7.0,S,31.0,SW,SSE,7.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-19,Melbourne,12.19,23.22,2.36,1.4,8.3,N,24.0,N,NNW,15.0,9.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-20,Melbourne,12.19,23.22,2.36,1.6,9.3,N,50.0,N,N,13.0,28.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-21,Melbourne,12.19,23.22,2.36,4.2,6.4,N,78.0,N,N,43.0,39.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-22,Melbourne,12.19,23.22,2.36,3.4,3.3,N,67.0,NE,NW,13.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-23,Melbourne,12.19,23.22,2.36,2.0,8.6,N,48.0,N,N,24.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-24,Melbourne,12.19,23.22,2.36,2.0,4.0,N,52.0,NNE,N,30.0,30.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-25,Melbourne,12.19,23.22,2.36,2.8,3.6,N,70.0,N,N,22.0,26.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-26,Melbourne,12.19,23.22,2.36,2.0,8.2,W,83.0,WNW,W,28.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-27,Melbourne,12.19,23.22,2.36,3.2,8.3,WSW,44.0,W,WSW,22.0,30.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-28,Melbourne,12.19,23.22,2.36,1.8,8.1,WSW,31.0,W,SW,19.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-29,Melbourne,12.19,23.22,2.36,2.8,3.8,NNE,43.0,N,N,22.0,24.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-30,Melbourne,12.19,23.22,2.36,2.8,2.6,N,87.0,NNE,N,30.0,65.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-31,Melbourne,12.19,23.22,2.36,3.2,9.6,N,57.0,NNW,N,11.0,26.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-01,Melbourne,12.19,23.22,2.36,3.6,0.0,N,80.0,WSW,SW,22.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-02,Melbourne,12.19,23.22,2.36,1.4,6.5,WNW,52.0,N,WNW,19.0,31.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-03,Melbourne,12.19,23.22,2.36,3.2,5.6,W,56.0,W,SSW,24.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-04,Melbourne,12.19,23.22,2.36,3.0,3.1,N,39.0,WNW,WNW,20.0,19.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-05,Melbourne,12.19,23.22,2.36,1.8,4.2,SW,59.0,W,SW,19.0,35.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-06,Melbourne,12.19,23.22,2.36,1.4,1.0,SW,41.0,WSW,SW,19.0,24.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-07,Melbourne,12.19,23.22,2.36,1.4,1.5,WSW,30.0,WSW,SSW,11.0,13.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-08,Melbourne,12.19,23.22,2.36,1.2,0.0,N,26.0,NNW,SE,6.0,15.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-09,Melbourne,12.19,23.22,2.36,1.4,0.1,NNE,54.0,N,N,26.0,30.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-10,Melbourne,12.19,23.22,2.36,3.4,7.1,N,78.0,N,NNW,52.0,33.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-11,Melbourne,12.19,23.22,2.36,2.2,6.4,N,72.0,N,N,28.0,41.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-12,Melbourne,12.19,23.22,2.36,5.0,2.6,NNE,61.0,N,W,0.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-13,Melbourne,12.19,23.22,2.36,0.8,1.9,WSW,37.0,W,SW,19.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-17,Melbourne,12.19,23.22,2.36,1.2,2.0,S,56.0,SW,SSW,20.0,24.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-14,Melbourne,12.19,23.22,2.36,2.2,4.8,W,31.0,NW,W,13.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-16,Melbourne,12.19,23.22,2.36,0.2,3.7,SSE,39.0,SSE,S,17.0,26.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-14,Melbourne,12.19,23.22,2.36,1.8,0.4,N,65.0,WNW,N,13.0,39.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-17,Melbourne,12.19,23.22,2.36,1.0,0.0,SE,31.0,N,S,0.0,13.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-18,Melbourne,12.19,23.22,2.36,1.0,0.0,SE,41.0,SSE,SSE,22.0,24.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-19,Melbourne,12.19,23.22,2.36,0.8,4.9,SSW,31.0,S,SSE,9.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-20,Melbourne,12.19,23.22,2.36,1.2,3.8,S,22.0,W,S,13.0,11.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-21,Melbourne,12.19,23.22,2.36,0.6,9.1,N,48.0,N,NNE,19.0,28.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-22,Melbourne,12.19,23.22,2.36,3.4,3.4,NNE,74.0,N,N,43.0,35.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-23,Melbourne,12.19,23.22,2.36,2.8,7.8,N,76.0,NNE,NNE,28.0,41.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-24,Melbourne,12.19,23.22,2.36,3.8,6.7,N,63.0,NNW,SSW,20.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-25,Melbourne,12.19,23.22,2.36,1.6,3.0,SW,41.0,W,WSW,15.0,26.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-26,Melbourne,12.19,23.22,2.36,1.6,5.7,WNW,26.0,WNW,WSW,11.0,11.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-27,Melbourne,12.19,23.22,2.36,2.2,1.2,NNE,35.0,N,N,19.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-28,Melbourne,12.19,23.22,2.36,1.2,2.1,N,24.0,W,SW,13.0,9.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-29,Melbourne,12.19,23.22,2.36,0.8,3.6,WNW,17.0,N,SW,0.0,9.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-06-30,Melbourne,12.19,23.22,2.36,0.8,3.9,N,20.0,N,SSW,13.0,7.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-01,Melbourne,12.19,23.22,2.36,1.8,3.5,NNW,46.0,WNW,NW,15.0,19.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-02,Melbourne,12.19,23.22,2.36,3.6,5.7,WSW,74.0,W,SSW,22.0,35.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-03,Melbourne,12.19,23.22,2.36,1.4,0.2,WSW,28.0,N,WSW,9.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-04,Melbourne,12.19,23.22,2.36,2.6,0.0,N,46.0,N,N,31.0,26.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-05,Melbourne,12.19,23.22,2.36,1.0,5.2,N,63.0,N,N,28.0,28.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-06,Melbourne,12.19,23.22,2.36,4.0,0.2,N,57.0,NNE,N,20.0,30.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-07,Melbourne,12.19,23.22,2.36,1.2,2.1,N,39.0,N,SSE,9.0,6.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-08,Melbourne,12.19,23.22,2.36,0.8,7.2,N,39.0,N,N,19.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-09,Melbourne,12.19,23.22,2.36,2.4,0.1,N,46.0,N,N,22.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-10,Melbourne,12.19,23.22,2.36,1.8,1.7,N,67.0,N,NNE,26.0,28.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-11,Melbourne,12.19,23.22,2.36,3.2,1.9,N,59.0,NNE,NW,28.0,15.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-12,Melbourne,12.19,23.22,2.36,1.8,0.0,SSW,50.0,W,WSW,17.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-13,Melbourne,12.19,23.22,2.36,2.8,0.3,WSW,56.0,WSW,WSW,35.0,26.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-07-15,Melbourne,12.19,23.22,2.36,3.0,2.7,SSE,24.0,N,WSW,9.0,6.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-15,Melbourne,12.19,23.22,2.36,2.4,4.5,S,26.0,N,S,0.0,13.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-16,Melbourne,12.19,23.22,2.36,1.4,6.5,NNW,44.0,N,WNW,15.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-17,Melbourne,12.19,23.22,2.36,3.4,4.4,SW,52.0,WSW,SW,20.0,28.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-19,Melbourne,12.19,23.22,2.36,2.0,6.5,NNE,43.0,NNE,N,7.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-20,Melbourne,12.19,23.22,2.36,4.8,10.7,N,50.0,N,N,37.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-21,Melbourne,12.19,23.22,2.36,5.6,2.4,N,56.0,N,SW,30.0,28.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-22,Melbourne,12.19,23.22,2.36,2.2,7.2,SSW,57.0,SSW,S,31.0,35.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-23,Melbourne,12.19,23.22,2.36,3.6,10.6,S,44.0,S,S,30.0,31.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-24,Melbourne,12.19,23.22,2.36,4.0,8.5,SE,39.0,SSE,SSE,17.0,24.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-25,Melbourne,12.19,23.22,2.36,2.6,10.8,S,37.0,SSE,SSE,9.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-26,Melbourne,12.19,23.22,2.36,4.8,9.5,SSE,30.0,NNE,S,11.0,19.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-27,Melbourne,12.19,23.22,2.36,3.2,11.4,S,33.0,SSE,S,2.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-28,Melbourne,12.19,23.22,2.36,5.8,5.4,N,50.0,N,SSE,30.0,9.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-29,Melbourne,12.19,23.22,2.36,3.4,6.5,W,37.0,W,WSW,17.0,26.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-30,Melbourne,12.19,23.22,2.36,2.8,6.5,SSE,39.0,SSW,S,15.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-01,Melbourne,12.19,23.22,2.36,4.0,11.5,SSW,52.0,NNW,W,9.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-02,Melbourne,12.19,23.22,2.36,6.6,11.3,N,56.0,N,N,26.0,26.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-03,Melbourne,12.19,23.22,2.36,11.0,9.8,N,69.0,N,NW,46.0,28.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-04,Melbourne,12.19,23.22,2.36,13.0,11.5,N,35.0,N,S,0.0,19.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-05,Melbourne,12.19,23.22,2.36,5.6,10.0,N,59.0,N,NNW,28.0,31.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-06,Melbourne,12.19,23.22,2.36,17.0,9.1,NW,98.0,N,WNW,37.0,46.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-07,Melbourne,12.19,23.22,2.36,14.4,11.4,SSE,48.0,SSE,S,33.0,33.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-08,Melbourne,12.19,23.22,2.36,6.6,10.5,SSE,31.0,W,SSE,11.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-09,Melbourne,12.19,23.22,2.36,4.4,8.4,N,46.0,N,N,30.0,11.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-10,Melbourne,12.19,23.22,2.36,8.0,4.1,N,56.0,N,NNE,35.0,19.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-11,Melbourne,12.19,23.22,2.36,8.4,5.9,N,46.0,S,SSE,11.0,15.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-12,Melbourne,12.19,23.22,2.36,3.8,0.2,S,39.0,SSW,S,13.0,24.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-13,Melbourne,12.19,23.22,2.36,7.0,11.8,S,31.0,S,S,7.0,13.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-14,Melbourne,12.19,23.22,2.36,4.4,11.4,NNE,50.0,N,N,19.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-10-15,Melbourne,12.19,23.22,2.36,8.6,9.2,N,67.0,N,NNW,35.0,39.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-18,Melbourne,12.19,23.22,2.36,2.0,1.3,SE,28.0,SSW,SSE,11.0,19.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-17,Melbourne,12.19,23.22,2.36,3.4,1.9,SW,37.0,WSW,SSE,11.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-16,Melbourne,12.19,23.22,2.36,2.8,5.1,SSW,37.0,WSW,S,11.0,11.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-15,Melbourne,12.19,23.22,2.36,10.0,7.4,WSW,52.0,WSW,WSW,31.0,30.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-18,Melbourne,12.19,23.22,2.36,2.6,1.2,W,26.0,W,ESE,15.0,4.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-19,Melbourne,12.19,23.22,2.36,1.4,6.5,N,24.0,N,N,9.0,6.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-20,Melbourne,12.19,23.22,2.36,1.6,8.8,N,70.0,N,N,43.0,46.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-21,Melbourne,12.19,23.22,2.36,6.4,1.2,N,78.0,N,NNE,43.0,35.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-22,Melbourne,12.19,23.22,2.36,3.4,7.7,N,43.0,N,SW,20.0,11.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-23,Melbourne,12.19,23.22,2.36,3.0,7.7,S,31.0,N,S,13.0,17.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-24,Melbourne,12.19,23.22,2.36,2.0,4.0,SSE,54.0,SSW,S,9.0,30.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-25,Melbourne,12.19,23.22,2.36,2.4,0.7,SSE,44.0,SSE,SE,28.0,28.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-26,Melbourne,12.19,23.22,2.36,2.0,0.3,WNW,19.0,WNW,SE,9.0,7.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-27,Melbourne,12.19,23.22,2.36,1.2,0.0,S,44.0,WSW,SSW,11.0,13.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-28,Melbourne,12.19,23.22,2.36,0.6,4.1,S,37.0,SW,S,15.0,24.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-29,Melbourne,12.19,23.22,2.36,2.0,3.5,SW,43.0,WSW,SW,22.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-08-30,Melbourne,12.19,23.22,2.36,0.6,1.9,SSW,37.0,SW,SSW,20.0,22.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2014-10-10,Melbourne,13.6,24.9,0.0,5.8,3.9,N,61.0,N,NNE,44.0,24.0,44.0,40.0,1014.8,1012.0,7.0,4.51,18.5,20.5,No,No
2015-08-31,Melbourne,12.19,23.22,2.36,1.8,4.2,SSE,30.0,WSW,S,13.0,20.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-02,Melbourne,12.19,23.22,2.36,4.4,0.8,N,56.0,NNE,NE,24.0,11.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-03,Melbourne,12.19,23.22,2.36,2.4,3.3,S,48.0,SSW,S,22.0,33.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-04,Melbourne,12.19,23.22,2.36,2.8,4.2,SSW,31.0,S,SSE,9.0,15.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-05,Melbourne,12.19,23.22,2.36,1.8,3.8,S,24.0,SW,S,11.0,11.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-06,Melbourne,12.19,23.22,2.36,2.2,1.8,N,69.0,N,NNE,31.0,31.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-07,Melbourne,12.19,23.22,2.36,2.8,2.3,W,63.0,WNW,W,33.0,30.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-08,Melbourne,12.19,23.22,2.36,2.6,4.2,SW,43.0,SW,S,24.0,15.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-09,Melbourne,12.19,23.22,2.36,2.2,4.5,SSW,39.0,SW,SSW,20.0,24.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-10,Melbourne,12.19,23.22,2.36,2.4,6.3,SSE,26.0,SSW,S,15.0,9.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-11,Melbourne,12.19,23.22,2.36,2.4,9.8,N,57.0,N,N,28.0,37.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-12,Melbourne,12.19,23.22,2.36,5.2,4.2,N,63.0,N,N,43.0,33.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-13,Melbourne,12.19,23.22,2.36,6.6,10.7,N,65.0,N,N,35.0,35.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-14,Melbourne,12.19,23.22,2.36,9.4,10.5,N,63.0,NNE,N,39.0,43.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2015-09-01,Melbourne,12.19,23.22,2.36,1.6,9.8,N,61.0,N,NNW,9.0,6.0,68.88,51.54,1017.65,1015.26,4.45,4.51,16.99,21.68,No,No
2011-11-22,Melbourne,12.9,20.2,0.0,4.8,5.9,S,52.0,W,S,15.0,20.0,57.0,53.0,1012.2,1011.0,7.0,6.0,16.9,19.5,No,No
2013-11-14,Melbourne,10.7,17.5,7.8,2.6,3.1,WSW,43.0,SW,SSW,26.0,19.0,71.0,64.0,1017.3,1017.8,7.0,7.0,13.9,15.4,Yes,No
2011-11-20,Melbourne,13.1,23.3,2.36,2.4,11.9,W,57.0,WSW,W,20.0,33.0,63.0,28.0,1013.5,1012.9,4.45,4.51,15.7,22.0,No,Yes
2009-09-26,Melbourne,7.8,14.2,11.8,3.0,6.0,SW,72.0,W,WSW,30.0,39.0,61.0,71.0,1002.0,1002.5,7.0,7.0,9.9,10.4,Yes,Yes
2009-09-25,Melbourne,12.4,16.2,8.0,4.6,2.1,N,70.0,NNE,NNW,41.0,22.0,60.0,72.0,1002.6,999.0,7.0,7.0,14.2,14.3,Yes,Yes
